xcoord,ycoord
116.4376438,39.9072079
116.4199871,39.9212876
116.4005434,39.9228909
116.4052059,39.9091491
116.4076343,39.9092162
116.4116329,39.9091487
116.4077418,39.9141345
116.4077153,39.9127864
116.3778985,39.9317618
116.3290079,39.9562747
116.2807179,40.0143264
116.2829521,40.0007062
116.2765174,40.000412
116.2729707,40.0008329
116.285939,39.9952615
116.2749578,39.9893137
116.4750835,39.9839374
116.1752024,40.0871445
116.2128437,40.0668471
116.225178,40.0684315
116.2305039,40.06995
116.2926261,40.0938101
116.3197651,40.0700667
116.3197652,40.0699838
116.3157315,40.0790633
116.3197879,40.0834769
116.2890324,40.0973283
116.2914992,40.0934844
116.3151929,40.063901
116.2775766,40.0130068
116.4020191,39.9440041
116.4004661,39.9010351
116.4054771,39.9011965
116.405545,39.8979413
116.3835006,39.9319854
116.2668495,40.0042138
116.1629309,39.9284846
116.1642337,39.933638
116.4616232,39.8748837
116.4499,39.8748589
116.4447293,39.8748632
116.4497949,39.8701331
116.4551302,39.8790601
116.4392459,39.8818276
116.33159,40.0847483
116.3885629,39.9617787
116.4015869,39.9606413
116.4120268,39.9606424
116.2765514,40.0199666
116.2762741,40.0200293
116.2764639,40.0200555
116.304357,39.8995379
116.3239581,39.8477363
116.3129061,39.8545013
116.3352502,39.8477073
116.4013695,39.8557649
116.3893717,39.8558759
116.5739214,40.0333217
116.3093376,40.0351824
116.267889,39.9455762
116.1942951,39.942803
116.194004,39.9306975
116.2310893,39.9531795
116.1795675,39.9262648
116.2936267,39.9581001
116.2903428,39.9729691
116.2678979,39.945478
116.2985606,40.0520571
116.2563761,39.9722146
116.2304215,40.070113
116.2913868,40.0936218
116.2128178,40.0670208
116.2250924,40.0686244
116.270134,40.0870143
116.1006203,39.9594653
116.1362771,39.9395655
116.0878775,39.9947233
116.3088368,40.0360923
116.3087919,40.0361574
116.3007212,40.0419243
116.3005552,40.0418634
116.308939,40.0359521
116.3074483,40.0248893
116.307015,40.0277633
116.3080711,40.019408
116.3074388,40.0249746
116.3075883,40.0249839
116.3101005,40.0166551
116.3195504,40.034359
116.3195624,40.0342448
116.3174012,40.0346688
116.3134033,40.0464761
116.3179646,40.049991
116.3300161,40.035462
116.3300735,40.0353838
116.3180922,40.0500859
116.3301479,40.0355122
116.3350515,40.0374183
116.334982,40.0375115
116.2958695,40.0431204
116.3023896,40.045189
116.3090055,40.0036237
116.3121842,40.0113558
116.3089938,39.998596
116.3096863,39.990826
116.3101288,39.9844254
116.2996104,39.9841684
116.3103357,39.9844314
116.3834487,39.8698357
116.4271779,39.9467585
116.3480798,39.8674404
116.342545,39.8694716
116.3481365,39.8666073
116.3421585,39.8631737
116.3480331,39.8682424
116.3578259,39.8689515
116.3581144,39.8689496
116.3789781,39.8697268
116.368077,39.869572
116.3680592,39.8771022
116.3476305,39.8763986
116.3470336,39.8883347
116.3573203,39.8880201
116.3575952,39.8767851
116.3386751,39.9853269
116.2956889,39.9838517
116.2450283,40.1711278
116.4616902,40.0036523
116.4613834,40.0103185
116.4617638,39.9958439
116.4642497,39.9914217
116.4618135,40.0003803
116.4612058,40.0145769
116.4620058,39.9959123
116.4609421,40.0145579
116.3395064,40.0323037
116.335509,40.0377065
116.2960191,40.043179
116.2959715,40.0432548
116.2933328,40.0475093
116.2989828,40.0383827
116.2988318,40.0383288
116.3812848,39.8638425
116.3676189,39.8633133
116.3530696,39.8766357
116.4937731,39.8164954
116.4745256,39.8428801
116.4702614,39.8427599
116.468696,39.8384413
116.4732377,39.8411537
116.475715,39.8378589
116.4330108,39.8671289
116.4328977,39.8671553
116.4327086,39.8645617
116.4326927,39.8644665
116.4325788,39.8644894
116.4322846,39.8610709
116.4324837,39.8577712
116.4324011,39.8610732
116.4325736,39.8577691
116.4324765,39.8573379
116.4325672,39.8573394
116.4295713,39.8573957
116.4289012,39.8574808
116.2682909,39.9652018
116.2685021,39.9636825
116.2708025,39.9651102
116.2708129,39.9651841
116.405823,40.1031257
116.4068734,40.0428191
116.4107068,39.9937161
116.3460714,39.9386001
116.3733054,39.9425168
116.3092958,40.0529666
116.3093131,40.0528525
116.3057908,40.0514696
116.3227239,40.0767603
116.3227915,40.0765477
116.3175179,40.0751553
116.3175881,40.0749929
116.3436626,40.0793206
116.3436774,40.0791275
116.3462352,40.0064489
116.3461876,40.0063306
116.3464843,39.9996931
116.3468982,39.9920314
116.3466829,39.9996973
116.3463845,40.0063515
116.3458996,40.0209082
116.3472161,39.9857205
116.3474406,39.9857256
116.3474554,39.9852839
116.347244,39.9852754
116.3489525,39.9530546
116.2622937,40.1244111
116.3128491,39.9712105
116.3572359,39.9662951
116.3640428,39.9662665
116.304954,39.9775956
116.3067288,39.9774596
116.3113773,39.9746788
116.3149638,39.9658222
116.3151081,39.9654307
116.314961,39.965395
116.3153275,39.9654827
116.4106084,39.939559
116.2219624,39.9952078
116.2183803,39.9943174
116.2904093,40.0132565
116.2040683,39.9913739
116.4079676,39.855911
116.4200795,39.8568988
116.3439128,39.8495589
116.3297045,39.8668157
116.3296935,39.8666993
116.3256308,39.8669392
116.2370251,39.8586765
116.234891,39.8576769
116.2706216,39.8790077
116.2681806,39.8720352
116.2655778,39.8707827
116.2780052,39.8763367
116.3635574,39.9805684
116.3575959,39.9857391
116.3631858,39.9857517
116.3632939,39.9857527
116.3629768,39.9924918
116.3741369,39.9928266
116.3589222,39.9922776
116.3468613,39.9997058
116.3631741,39.9861622
116.2816319,40.0327023
116.2602555,40.0298369
116.2665273,40.0311721
116.2667654,40.0312217
116.2816894,40.0325915
116.2668691,40.0310811
116.2666788,40.031054
116.2864934,40.0327341
116.2865039,40.0326345
116.2602591,40.0297509
116.2601686,40.0297809
116.259333,40.025386
116.2590967,40.029996
116.2613991,40.0367111
116.2615638,40.0368331
116.2974825,40.0408057
116.2973336,40.0407485
116.2922433,40.0326754
116.2951565,40.0237502
116.2951319,40.0238377
116.3008482,40.0341261
116.300891,40.0340264
116.380328,39.9669753
116.5218141,39.7662982
116.5124564,39.7762251
116.5110938,39.7728127
116.5082166,39.7658447
116.5146196,39.7713593
116.5301208,39.7703317
116.5233477,39.7728879
116.2741144,39.9815032
116.4988209,39.7765313
116.5113034,39.7824693
116.503912,39.7915602
116.4934197,39.8044691
116.4977558,39.7735417
116.3270388,39.984972
116.3270374,39.9844697
116.4517328,39.9190323
116.3811081,39.8774736
116.4203962,39.864313
116.4711296,39.8747891
116.5199939,39.7770861
116.5267891,39.7686941
116.5347643,39.7725288
116.5404892,39.7753126
116.4736186,39.7947399
116.4749891,39.8094536
116.2061956,39.9226258
116.2060373,39.9272961
116.2059118,39.940538
116.5674841,39.7473908
116.5676273,39.7506115
116.3854225,39.7194059
116.5446285,39.9082412
116.5638917,39.9082252
116.5781515,39.9090027
116.5426418,39.8682049
116.5419709,39.8701048
116.5428752,39.8737738
116.5396768,39.8679232
116.5456354,39.8684647
116.5486662,39.8677389
116.5422644,39.8630628
116.4890759,39.8699037
116.4850314,39.8708762
116.4822878,39.8661784
116.4826983,39.8670398
116.4280717,39.8798433
116.4146774,39.8795433
116.427823,39.8828577
116.4212382,39.8992202
116.4215684,39.8923813
116.4213798,39.8959899
116.2683438,39.90629
116.2888785,39.9062831
116.2296223,39.9062208
116.2889062,39.8959541
116.2844921,39.8960101
116.2773415,39.8959914
116.1019263,39.8929872
116.1016874,39.8931031
116.2888733,39.9116634
116.2896691,39.917315
116.3093981,39.8667997
116.3086517,39.8670093
116.3041909,39.8672012
116.305754,39.8715679
116.3034508,39.8664554
116.303557,39.8654798
116.3094525,39.8657412
116.3043916,39.8652466
116.3087738,39.8650214
116.2918569,39.865049
116.4622228,39.8342646
116.2694237,39.9455437
116.2755957,39.9453379
116.3496046,39.9362546
116.286922,39.9976969
116.2469172,40.0040042
116.2293234,39.997431
116.2935518,39.957921
116.2970839,39.9587132
116.3019089,39.9607688
116.307391,39.9629547
116.3028855,39.9570954
116.3018953,39.9609253
116.3037456,39.9840598
116.3022866,39.9842651
116.3030418,39.9841456
116.2996992,39.9811591
116.3894463,39.9060115
116.350347,39.9091992
116.3449145,39.8969048
116.3583094,39.9171866
116.512345,39.7762507
116.5111571,39.7824017
116.698096,39.9924789
116.6020463,39.9078102
116.6305616,39.9049203
116.7331352,39.9276312
116.4190995,39.9483573
116.4102152,39.9480861
116.4189812,39.9527417
116.4013506,39.9669457
116.401699,39.9606388
116.412143,39.9578015
116.446924,39.9672092
116.4455548,39.9682101
116.4360949,39.9643345
116.4405656,39.9612471
116.4408924,39.9615164
116.4467706,39.9576536
116.4226332,39.9482083
116.4275614,39.9439077
116.404666,39.9475214
116.3875259,39.9473865
116.3738633,39.9499252
116.2822038,39.9455587
116.275595,39.9452294
116.2694462,39.9454196
116.2820762,39.9477929
116.3137268,39.9378062
116.3195922,39.9310975
116.3197656,39.9310978
116.3364451,39.9360575
116.3271704,39.9349126
116.3197349,39.9335095
116.3196024,39.9335081
116.3198436,39.9267988
116.3196664,39.9267988
116.3195913,39.9222382
116.3197918,39.9222316
116.2955271,39.9311199
116.2954683,39.9310138
116.2825851,39.9309594
116.274963,39.9312645
116.2750219,39.9311602
116.2825841,39.9308244
116.4156272,39.8410682
116.4155829,39.8483121
116.4222852,39.8482272
116.4081018,39.8554927
116.4528046,39.8316155
116.4528606,39.8322398
116.4057193,39.8958935
116.3949094,39.8951099
116.3573222,39.8878911
116.3617118,39.887767
116.3785487,39.8880369
116.3891216,39.8891094
116.3948587,39.8904972
116.4127927,39.8916411
116.412525,39.8916394
116.4125128,39.8918286
116.4060429,39.8913975
116.4060473,39.891508
116.3681544,39.88776
116.3681516,39.8879391
116.4135011,39.8855645
116.4146759,39.8825342
116.4127926,39.8918342
116.4125734,39.8958094
116.4148426,39.8795509
116.4216616,39.8920925
116.4328443,39.8922607
116.4496508,39.8920958
116.4550308,39.8919961
116.4556012,39.8919928
116.471344,39.8918116
116.4840666,39.8916978
116.4548384,39.8831485
116.4553979,39.8831396
116.4965617,39.8920322
116.4965453,39.8917369
116.483401,39.8868082
116.4834374,39.8916906
116.4834534,39.8919857
116.4710294,39.8831423
116.4523822,39.864903
116.4551144,39.8700772
116.4527364,39.8646016
116.4712264,39.866543
116.4818645,39.866429
116.4826372,39.8664049
116.4615939,39.8699572
116.4660851,39.8699334
116.4712048,39.8830261
116.4551113,39.8699641
116.6891076,39.8687753
116.6890603,39.8686577
116.6328775,39.9012294
116.6509893,39.9252789
116.6509331,39.9251501
116.3178638,39.9502396
116.318011,39.9502465
116.3298219,39.9509281
116.241663,39.9462591
116.2416482,39.9461154
116.2392998,39.9579844
116.2688818,39.9270152
116.2788566,39.9229028
116.295137,39.9228727
116.3038906,39.9232969
116.3047844,39.9229603
116.3034287,39.9225686
116.3038997,39.9201826
116.3044006,39.9201924
116.3043736,39.9222502
116.328513,39.9218815
116.3195897,39.9224079
116.3197961,39.9224064
116.3152788,39.9225984
116.3285531,39.9215053
116.3285398,39.9216299
116.3152381,39.9223147
116.3195922,39.9221184
116.3197898,39.9221107
116.3656958,39.9474093
116.3654855,39.9495731
116.6941708,39.8931609
116.2687975,39.9186211
116.2676797,39.9062841
116.2788069,39.9231991
116.3039367,39.9046521
116.3571085,39.897962
116.3680836,39.8982983
116.3779386,39.898622
116.3898178,39.8986298
116.3934817,39.8987479
116.3296945,39.866634
116.3150334,39.887829
116.3525553,39.8878169
116.3464797,39.9059246
116.3469495,39.8909256
116.3542375,39.8980809
116.3514392,39.900038
116.3571289,39.8982586
116.4600653,39.9070719
116.4441178,39.9070359
116.4375461,39.9070699
116.434771,39.907075
116.4206952,39.9069451
116.4117308,39.9067754
116.3968553,39.9062711
116.4002588,39.9064456
116.4052723,39.9065887
116.3855774,39.905896
116.3930805,39.9061466
116.3377644,39.9060142
116.3464717,39.9057993
116.3570162,39.9057211
116.3678233,39.90567
116.3765804,39.9056415
116.3377206,39.9058793
116.3107057,39.9061319
116.3150804,39.9060814
116.3152094,39.9060791
116.2888784,39.9061646
116.277324,39.9061398
116.2683436,39.9061403
116.5209723,39.7827527
116.5302699,39.7704097
116.5206376,39.7829147
116.5278403,39.7863818
116.5207822,39.7829808
116.5083592,39.7658131
116.5112647,39.7729003
116.5126033,39.7761932
116.5043531,39.7569742
116.5145617,39.7712837
116.5112078,39.7727491
116.5215868,39.7662764
116.5217875,39.7661523
116.49084,39.8080212
116.4906116,39.8079135
116.4733189,39.8008236
116.4660036,39.8075987
116.4784927,39.7927401
116.4736102,39.8008082
116.4735274,39.8009035
116.486854,39.7833169
116.5111429,39.772947
116.4722985,39.8075368
116.4677497,39.8027518
116.4664829,39.8009839
116.4681311,39.857429
116.4788769,39.8468225
116.4784358,39.8471906
116.4328824,39.8488512
116.4328842,39.8444554
116.4499543,39.8058355
116.454447,39.8047888
116.4448521,39.8049169
116.4378917,39.8036371
116.4231534,39.8023566
116.3371872,39.9917446
116.3467305,39.9920295
116.3421303,39.9918774
116.3321445,39.9993387
116.3279588,39.9664141
116.3413624,39.9665122
116.3384613,39.9218361
116.3586274,39.9224009
116.3472758,39.9268142
116.3467703,39.9220774
116.3667815,39.9312202
116.3617621,39.9309863
116.3433517,39.9309759
116.3379123,39.9310258
116.3275994,39.9310155
116.3197683,39.9310032
116.31959,39.9310009
116.3383259,39.921954
116.3383431,39.9218333
116.3386791,39.9170469
116.3389622,39.9126122
116.3376232,39.9060142
116.3375851,39.9058815
116.3465013,39.9017495
116.3501828,39.9000387
116.3570972,39.8977988
116.3467582,39.9222778
116.3384373,39.9220865
116.3383114,39.922085
116.3384753,39.9216985
116.3383562,39.9216984
116.3467923,39.9219663
116.5236704,39.9080199
116.4717406,39.9036737
116.3571663,39.9058481
116.3574487,39.9126202
116.3585056,39.9170468
116.3588168,39.9224055
116.3619079,39.9311512
116.3618672,39.9309796
116.3588601,39.9224998
116.3610412,39.9271419
116.3623347,39.9355299
116.3624307,39.9391903
116.3494635,39.9310646
116.3494698,39.9309359
116.3585229,39.9171914
116.3504765,39.9170055
116.3583147,39.9170458
116.4119266,39.9067804
116.4119151,39.9069512
116.4121638,39.8997883
116.4055268,39.8995761
116.4004369,39.8994273
116.4154214,39.8640905
116.4075406,39.8638949
116.3933564,39.8640065
116.393644,39.8640124
116.4079157,39.8554892
116.393192,39.8640104
116.3805747,39.8555808
116.3808167,39.8306122
116.4511845,39.9826463
116.4274639,39.9327129
116.4328049,39.9396103
116.4108776,39.9323077
116.4195923,39.9323452
116.4025886,39.9320171
116.4259371,39.8570047
116.6140749,39.8540983
116.3423419,39.849106
116.3368907,39.8476973
116.4721457,39.9216494
116.4635382,39.9219259
116.460868,39.9220074
116.4489516,39.9220939
116.4557246,39.9220106
116.4552004,39.9220589
116.5113896,39.9220972
116.4959851,39.921866
116.2702685,39.8968087
116.2679247,39.8901984
116.2663546,39.8970421
116.2587037,39.8955466
116.427783,39.9233619
116.4283317,39.9318934
116.4551805,39.9031653
116.3069502,39.8628474
116.2883371,39.8650382
116.5845796,39.9112395
116.5636122,39.9145517
116.5711165,39.913682
116.3439053,40.0343445
116.356328,40.0373346
116.3637322,40.0393071
116.3655895,40.0328756
116.3517703,40.0291278
116.3384101,40.0386723
116.3429505,40.0386075
116.3486236,40.0355316
116.3429773,40.0281098
116.3032983,39.955648
116.3171241,39.9554824
116.3185214,39.9452518
116.3031422,39.9524863
116.402493,39.9342715
116.3735777,39.9339324
116.3784628,39.8910904
116.4122948,39.9578047
116.3486204,39.963497
116.3688246,40.0084174
116.3355368,40.0062561
116.4520577,40.0069546
116.4567332,40.0071347
116.1805477,39.9060978
116.4005754,39.9221646
116.3674764,39.9172911
116.3707399,39.9313511
116.3900969,39.9320767
116.3738206,39.9315062
116.3473779,39.8819839
116.3467339,39.8964454
116.3573307,39.8819765
116.3679735,39.9056722
116.3683255,39.898099
116.3571305,39.8948615
116.368271,39.8984336
116.3504647,39.9171515
116.2766629,39.8579441
116.4820258,39.9877872
116.4500364,39.8830951
116.4548384,39.8830184
116.4553923,39.8830126
116.4341945,39.8829893
116.4188579,39.8825654
116.4145248,39.882438
116.414682,39.8824442
116.4516998,39.9188873
116.4551869,39.9179899
116.4557165,39.917803
116.4634863,39.9151984
116.466436,39.9146056
116.4719155,39.914281
116.4755023,39.9141761
116.4786687,39.9141504
116.4071652,39.8717298
116.5221422,40.0169294
116.5599194,40.0019437
116.5561177,40.0153112
116.5352972,40.0216133
116.5662909,40.0326817
116.5702491,40.0348464
116.7043375,39.8970147
116.6569745,39.8990437
116.6518813,39.8997921
116.7242092,39.9018063
116.729503,39.901843
116.6540611,40.1694715
116.6513416,40.1356993
116.6508235,40.1287953
116.6548122,40.102957
116.6553606,40.0972972
116.6721424,39.9851967
116.6528771,39.9520124
116.6707293,39.899397
116.6843206,39.9015848
116.7029568,39.8862138
116.7137606,39.8779141
116.6379773,39.9055443
116.6388694,39.9004041
116.6505369,40.1422109
116.268364,39.8989659
116.6430784,39.9208757
116.6373282,39.9092729
116.226329,39.8891808
116.246851,39.8882297
116.2470335,39.8882217
116.2470332,39.8883831
116.2900109,39.9525958
116.2889024,39.9579533
116.291135,39.9331466
116.2905408,39.9218091
116.2897408,39.9385604
116.2887869,39.9559913
116.2789838,39.9725161
116.2758816,39.9755481
116.2773958,39.9727077
116.2796454,39.9740598
116.2174993,39.8437389
116.6527784,40.0333415
116.4513302,39.995737
116.4568597,39.988726
116.4565424,39.9957529
116.4566933,39.992055
116.3203021,40.0119803
116.3266973,39.9913615
116.3098383,39.9907406
116.4328406,39.8923844
116.4210733,39.8992176
116.421408,39.8923735
116.4212311,39.8959875
116.4214507,39.8922048
116.4214973,39.8920766
116.4447458,39.880267
116.4518806,40.0068949
116.4468969,40.0059685
116.3308149,39.9914889
116.3341782,39.9915695
116.2995435,39.9849609
116.2986181,39.989441
116.2983944,39.9933053
116.3140019,39.984027
116.3139821,39.9845326
116.2994403,39.9836257
116.3101934,39.9839321
116.3104098,39.9839359
116.2980849,39.9839167
116.2940793,39.9831375
116.3873933,39.9522782
116.3874647,39.9500979
116.3655262,39.9074492
116.3701318,39.9075574
116.3599518,39.9080407
116.3571367,39.9080149
116.3570087,39.9080139
116.5925791,40.142861
116.6354933,40.1287579
116.6060011,40.1165612
116.6059774,40.1166814
116.5552204,40.1009384
116.5564825,40.1074536
116.5535176,40.0907909
116.4758263,40.0925432
116.4340802,40.0762921
116.4281184,40.0717598
116.4239948,40.0685051
116.3677427,40.0993753
116.3315439,40.1691933
116.3236,40.1711371
116.2385165,40.1651586
116.2347138,40.1756601
116.2627178,40.124428
116.4978184,40.0325276
116.4353743,40.0309065
116.4310618,40.0309992
116.4159632,40.0360254
116.4159563,40.040125
116.4194785,40.0401088
116.3683812,39.8879448
116.3682604,39.8695834
116.4388972,39.8846005
